"SITE_OPERATE_LOG_ID","OPERATE_DATE","USER_ID","USER_NAME","IP","MENU","PAGE","BUTTON","OPERATE_CONTENT","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION","DELETE_FG"
"1","2018-12-04 15:04:25","s7204139","医療法人財団　康生会","118.238.205.212","ログイン","ログイン","ログイン","ユーザー名[医療法人財団　康生会]がログインしました。","A2062","2018-12-04 15:04:25","A2062","2018-12-04 15:04:25","1","0"
"2","2018-12-19 10:05:15","s7204139","医療法人財団　康生会","221.117.118.154","ログイン","ログイン","ログイン","ユーザー名[医療法人財団　康生会]がログインしました。","A2867","2018-12-19 10:05:15","A2867","2018-12-19 10:05:15","1","0"
"3","2018-12-19 10:46:59","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[1]）","A2867","2018-12-19 10:46:59","A2867","2018-12-19 10:46:59","1","0"
"4","2018-12-19 11:07:52","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","検査コース登録","登録","検査コースを登録しました。（検査コースID：[2]）","A2867","2018-12-19 11:07:52","A2867","2018-12-19 11:07:52","1","0"
"5","2018-12-19 11:17:30","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[1]）","A2867","2018-12-19 11:17:31","A2867","2018-12-19 11:17:31","1","0"
"6","2018-12-19 11:21:27","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:21:27","A2867","2018-12-19 11:21:27","1","0"
"7","2018-12-19 11:21:53","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[2]）","A2867","2018-12-19 11:21:53","A2867","2018-12-19 11:21:53","1","0"
"8","2018-12-19 11:22:11","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:22:11","A2867","2018-12-19 11:22:11","1","0"
"9","2018-12-19 11:22:33","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[3]）","A2867","2018-12-19 11:22:33","A2867","2018-12-19 11:22:33","1","0"
"10","2018-12-19 11:22:59","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:22:59","A2867","2018-12-19 11:22:59","1","0"
"11","2018-12-19 11:23:24","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[4]）","A2867","2018-12-19 11:23:24","A2867","2018-12-19 11:23:24","1","0"
"12","2018-12-19 11:23:47","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:23:47","A2867","2018-12-19 11:23:47","1","0"
"13","2018-12-19 11:24:11","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[5]）","A2867","2018-12-19 11:24:11","A2867","2018-12-19 11:24:11","1","0"
"14","2018-12-19 11:24:30","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:24:30","A2867","2018-12-19 11:24:30","1","0"
"15","2018-12-19 11:24:54","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[6]）","A2867","2018-12-19 11:24:54","A2867","2018-12-19 11:24:54","1","0"
"16","2018-12-19 11:25:17","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:25:17","A2867","2018-12-19 11:25:17","1","0"
"17","2018-12-19 11:25:34","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[7]）","A2867","2018-12-19 11:25:34","A2867","2018-12-19 11:25:34","1","0"
"18","2018-12-19 11:25:57","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:25:57","A2867","2018-12-19 11:25:57","1","0"
"19","2018-12-19 11:26:21","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[8]）","A2867","2018-12-19 11:26:21","A2867","2018-12-19 11:26:21","1","0"
"20","2018-12-19 11:26:52","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:26:52","A2867","2018-12-19 11:26:52","1","0"
"21","2018-12-19 11:27:09","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[9]）","A2867","2018-12-19 11:27:09","A2867","2018-12-19 11:27:09","1","0"
"22","2018-12-19 11:27:34","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:27:34","A2867","2018-12-19 11:27:34","1","0"
"23","2018-12-19 11:27:56","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[10]）","A2867","2018-12-19 11:27:57","A2867","2018-12-19 11:27:57","1","0"
"24","2018-12-19 11:28:18","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:28:18","A2867","2018-12-19 11:28:18","1","0"
"25","2018-12-19 11:28:38","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[11]）","A2867","2018-12-19 11:28:38","A2867","2018-12-19 11:28:38","1","0"
"26","2018-12-19 11:28:59","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:28:59","A2867","2018-12-19 11:28:59","1","0"
"27","2018-12-19 11:29:17","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[12]）","A2867","2018-12-19 11:29:17","A2867","2018-12-19 11:29:17","1","0"
"28","2018-12-19 11:29:45","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:29:45","A2867","2018-12-19 11:29:45","1","0"
"29","2018-12-19 11:30:08","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[13]）","A2867","2018-12-19 11:30:08","A2867","2018-12-19 11:30:08","1","0"
"30","2018-12-19 11:30:36","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:30:36","A2867","2018-12-19 11:30:36","1","0"
"31","2018-12-19 11:31:00","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[14]）","A2867","2018-12-19 11:31:00","A2867","2018-12-19 11:31:00","1","0"
"32","2018-12-19 11:31:24","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:31:24","A2867","2018-12-19 11:31:24","1","0"
"33","2018-12-19 11:31:52","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[15]）","A2867","2018-12-19 11:31:52","A2867","2018-12-19 11:31:52","1","0"
"34","2018-12-19 11:32:20","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:32:20","A2867","2018-12-19 11:32:20","1","0"
"35","2018-12-19 11:32:43","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[16]）","A2867","2018-12-19 11:32:43","A2867","2018-12-19 11:32:43","1","0"
"36","2018-12-19 11:33:10","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:33:10","A2867","2018-12-19 11:33:10","1","0"
"37","2018-12-19 11:33:52","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[17]）","A2867","2018-12-19 11:33:52","A2867","2018-12-19 11:33:52","1","0"
"38","2018-12-19 11:34:26","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:34:26","A2867","2018-12-19 11:34:26","1","0"
"39","2018-12-19 11:34:45","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[18]）","A2867","2018-12-19 11:34:45","A2867","2018-12-19 11:34:45","1","0"
"40","2018-12-19 11:35:39","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:35:39","A2867","2018-12-19 11:35:39","1","0"
"41","2018-12-19 11:36:05","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[19]）","A2867","2018-12-19 11:36:05","A2867","2018-12-19 11:36:05","1","0"
"42","2018-12-19 11:36:33","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプション登録","登録","オプションを登録しました。（オプションID：[1]）","A2867","2018-12-19 11:36:33","A2867","2018-12-19 11:36:33","1","0"
"43","2018-12-19 11:36:59","OEM10140417-forneeds","forneeds","221.117.118.154","受付管理","オプショングループ登録","登録","オプショングループを登録しました。（オプショングループID：[20]）","A2867","2018-12-19 11:36:59","A2867","2018-12-19 11:36:59","1","0"
